Name            Location        Type    Namespace       Source  Reference Count Offcut Ref Count
escJ            00fc43e4        Function        Global  User Defined    3       0
caseD_9         00fc43e4        Function        switchD_00fc42a8        Analysis        0       0
caseD_9         00fc43e4        Function        escJ    Analysis        0       0
v_eeos          00fc43e4        Function        Global  User Defined    0       0
caseD_a         00fc4410        Instruction Label       switchD_00fc42a8        User Defined    0       0
v_eeol          00fc4410        Instruction Label       Global  User Defined    0       0
escK            00fc4410        Instruction Label       Global  User Defined    3       0
caseD_b         00fc447a        Instruction Label       switchD_00fc4168        Analysis        0       0
vs_curaddress   00fc447a        Instruction Label       Global  User Defined    1       0
caseD_c         00fc448e        Instruction Label       switchD_00fc4168        Analysis        0       0
vs_curtext      00fc448e        Instruction Label       Global  User Defined    1       0
caseD_d         00fc44b4        Instruction Label       switchD_00fc4168        Analysis        0       0
caseD_70        00fc44b4        Instruction Label       switchD_00fc42b6        Analysis        0       0
v_rvon          00fc44b4        Instruction Label       Global  User Defined    2       0
escp            00fc44b4        Instruction Label       Global  User Defined    0       0
caseD_e         00fc44be        Instruction Label       switchD_00fc4168        Analysis        0       0
caseD_71        00fc44be        Instruction Label       switchD_00fc42b6        Analysis        0       0
v_rvoff         00fc44be        Instruction Label       Global  User Defined    2       0
caseD_f         00fc44c8        Instruction Label       switchD_00fc4168        Analysis        0       0
vq_curaddress   00fc44c8        Instruction Label       Global  User Defined    1       0
caseD_10        00fc44f2        Instruction Label       switchD_00fc4168        Analysis        0       0
vq_tabstatus    00fc44f2        Instruction Label       Global  User Defined    1       0
caseD_12        00fc450a        Instruction Label       switchD_00fc4168        Analysis        0       0
v_dspcur        00fc450a        Instruction Label       Global  User Defined    1       0
caseD_13        00fc451a        Instruction Label       switchD_00fc4168        Analysis        0       0
v_rmcur         00fc451a        Instruction Label       Global  User Defined    1       0
caseD_8         00fc4520        Instruction Label       switchD_00fc42a8        Analysis        0       0
escI            00fc4520        Instruction Label       Global  User Defined    1       0
caseD_b         00fc453a        Instruction Label       switchD_00fc42a8        Analysis        0       0
escL            00fc453a        Instruction Label       Global  User Defined    2       0
caseD_c         00fc4556        Instruction Label       switchD_00fc42a8        Analysis        0       0
escM            00fc4556        Instruction Label       Global  User Defined    1       0
set_v_col_fg    00fc4566        Instruction Label       Global  User Defined    1       0
set_v_col_bg    00fc4572        Instruction Label       Global  User Defined    1       0
escd            00fc457e        Instruction Label       Global  User Defined    1       0
esce            00fc459a        Function        Global  User Defined    5       0
FUN_00fc45b8    00fc45b8        Function        Global  Default 3       0
show_cursor     00fc45ce        Function        Global  User Defined    7       0
escf            00fc45e0        Function        Global  User Defined    13      0
caseD_66        00fc45e0        Function        escf    Analysis        0       0
escj            00fc4600        Function        Global  User Defined    3       0
caseD_6a        00fc4600        Function        switchD_00fc42b6        User Defined    0       0
esck            00fc461c        Function        Global  User Defined    3       0
caseD_6b        00fc461c        Function        switchD_00fc42b6        User Defined    0       0
caseD_6c        00fc4636        Instruction Label       switchD_00fc42b6        Analysis        0       0
escl            00fc4636        Instruction Label       Global  User Defined    1       0
esco            00fc4654        Function        Global  User Defined    2       0
caseD_6f        00fc4654        Function        switchD_00fc42b6        User Defined    0       0
caseD_76        00fc469a        Instruction Label       switchD_00fc42b6        Analysis        0       0
escv            00fc469a        Instruction Label       Global  User Defined    1       0
caseD_77        00fc46a4        Instruction Label       switchD_00fc42b6        Analysis        0       0
escw            00fc46a4        Instruction Label       Global  User Defined    1       0
caseD_d         00fc46ae        Instruction Label       switchD_00fc420a        Analysis        0       0
ascii_cr        00fc46ae        Instruction Label       normal_ascii    User Defined    1       0
caseD_a         00fc46ba        Instruction Label       switchD_00fc420a        Analysis        0       0
caseD_b         00fc46ba        Instruction Label       switchD_00fc420a        Analysis        0       0
caseD_c         00fc46ba        Instruction Label       switchD_00fc420a        Analysis        0       0
ascii_lf        00fc46ba        Instruction Label       normal_ascii    User Defined    1       0
blink           00fc46d8        Function        Global  User Defined    1       0
bl_exit         00fc470e        Instruction Label       Global  User Defined    6       0
cursconf        00fc4710        Function        Global  User Defined    1       0
conf_tbl        00fc472a        Data Label      Global  User Defined    1       0
caseD_0         00fc4736        Instruction Label       switchD_00fc4728        Analysis        0       0
bra_escf        00fc4736        Instruction Label       Global  User Defined    2       0
caseD_1         00fc473a        Instruction Label       switchD_00fc4728        Analysis        0       0
bra_esce        00fc473a        Instruction Label       Global  User Defined    1       0
caseD_2         00fc473e        Instruction Label       switchD_00fc4728        Analysis        0       0
onblink         00fc473e        Instruction Label       Global  User Defined    1       0
caseD_3         00fc474c        Instruction Label       switchD_00fc4728        Analysis        0       0
offblink        00fc474c        Instruction Label       Global  User Defined    1       0
caseD_4         00fc475a        Instruction Label       switchD_00fc4728        Analysis        0       0
setrate         00fc475a        Instruction Label       Global  User Defined    1       0
caseD_5         00fc4762        Instruction Label       switchD_00fc4728        Analysis        0       0
getrate         00fc4762        Instruction Label       Global  User Defined    1       0
out_of_bounds   00fc4796        Instruction Label       Global  User Defined    2       0
ascii_out       00fc479a        Function        Global  User Defined    6       0
erase_region    00fc4844        Function        Global  User Defined    6       0
FUN_00fc48e4    00fc48e4        Function        Global  Default 4       0
FUN_00fc492c    00fc492c        Function        Global  Default 1       0
move_cursor     00fc4998        Function        Global  User Defined    12      0
FUN_00fc4a16    00fc4a16        Function        Global  Default 5       0
FUN_00fc4a50    00fc4a50        Function        Global  Default 1       0
FUN_00fc4a88    00fc4a88        Function        Global  Default 3       0
FUN_00fc4ad0    00fc4ad0        Function        Global  Default 1       0
v_fontinit      00fc4b08        Instruction Label       v_escape        User Defined    1       0
gl_f_init       00fc4b10        Function        Global  User Defined    1       0
osinit          00fc4b78        Function        Global  User Defined    1       0
FUN_00fc4c02    00fc4c02        Function        Global  Default 1       0
_osinit         00fc4c56        Function        Global  User Defined    1       0
trap13          00fc4ca4        Function        Global  User Defined    24      0
ground_it       00fc4cb4        Instruction Label       Global  User Defined    1       0
novdi           00fc4cc6        Instruction Label       Global  User Defined    1       0
nodsp           00fc4cd4        Instruction Label       Global  User Defined    1       0
oterm           00fc4cdc        Instruction Label       Global  User Defined    1       0
tikhnd          00fc4cee        Instruction Label       Global  User Defined    1       0
indcall         00fc4d02        Function        Global  User Defined    1       0
swp68           00fc4d08        Function        Global  User Defined    18      0
swp68l          00fc4d1a        Function        Global  User Defined    4       0
xsetjmp         00fc4d30        Function        Global  User Defined    2       0
xlongjmp        00fc4d4c        Function        Global  User Defined    7       0
okrc            00fc4d5a        Instruction Label       xlongjmp        User Defined    1       0
enter           00fc4d66        Instruction Label       Global  User Defined    1       0
enter_1         00fc4d78        Instruction Label       Global  User Defined    1       0
enter_2         00fc4d82        Instruction Label       Global  User Defined    1       0
systk           00fc4dbc        Instruction Label       Global  User Defined    1       0
callos          00fc4dd6        Instruction Label       Global  User Defined    1       0
gouser          00fc4de0        Function        Global  User Defined    2       0
gousr           00fc4e02        Instruction Label       gouser  User Defined    1       0
retsys          00fc4e0e        Instruction Label       gouser  User Defined    1       0
x20_usr         00fc4e14        Instruction Label       Global  User Defined    1       0
xu_0            00fc4e22        Instruction Label       Global  User Defined    1       0
x20_sup         00fc4e32        Instruction Label       Global  User Defined    1       0
xs_usp          00fc4e52        Instruction Label       Global  User Defined    1       0
xs_0            00fc4e56        Instruction Label       Global  User Defined    1       0
xs_exit         00fc4e5a        Instruction Label       Global  User Defined    1       0
xs_scram        00fc4e5c        Instruction Label       Global  User Defined    1       0
x20_inq         00fc4e62        Instruction Label       Global  User Defined    2       0
xi_exit         00fc4e6e        Instruction Label       Global  User Defined    1       0
oscall          00fc4e70        Function        Global  User Defined    1       0
UC              00fc4e8a        Function        Global  User Defined    8       0
getdmd          00fc4eba        Function        Global  User Defined    1       0
syshnd          00fc4f46        Function        Global  User Defined    1       0
getofd          00fc4f80        Function        Global  User Defined    9       0
ixdirdup        00fc4f9e        Function        Global  User Defined    1       0
xdup            00fc4fd6        Function        Global  User Defined    1       0
xforce          00fc509e        Function        Global  User Defined    1       0
ixforce         00fc50b8        Function        Global  User Defined    2       0
xlog2           00fc515a        Function        Global  User Defined    3       0
login           00fc5180        Function        Global  User Defined    2       0
FUN_00fc53a6    00fc53a6        Function        Global  Default 2       0
xfr2usr         00fc53ba        Function        Global  User Defined    1       0
usr2xfr         00fc53e2        Function        Global  User Defined    1       0
xmovs           00fc540a        Function        Global  User Defined    14      0
xcmps           00fc5432        Function        Global  User Defined    3       0
xclose          00fc5486        Function        Global  User Defined    6       0
ixclose         00fc55ae        Function        Global  User Defined    10      0
flushbcb        00fc56ca        Function        Global  User Defined    3       0
FUN_00fc57b2    00fc57b2        Function        Global  Default 3       0
FUN_00fc5858    00fc5858        Function        Global  Default 4       0
makofd          00fc59fc        Function        Global  User Defined    4       0
match           00fc5a5a        Function        Global  User Defined    1       0
builds          00fc5ae8        Function        Global  User Defined    4       0
getpath         00fc5bc8        Function        Global  User Defined    1       0
xread           00fc5c2a        Function        Global  User Defined    12      0
ixread          00fc5c5c        Function        Global  User Defined    13      0
xwrite          00fc5caa        Function        Global  User Defined    3       0
ixwrite         00fc5cdc        Function        Global  User Defined    12      0
clfix           00fc5d04        Function        Global  User Defined    3       0
getcl           00fc5dfa        Function        Global  User Defined    6       0
nextcl          00fc5eb4        Function        Global  User Defined    5       0
FUN_00fc5f98    00fc5f98        Function        Global  Default 5       0
xrw             00fc5fda        Function        Global  User Defined    2       0
GetDnd          00fc6364        Function        Global  User Defined    2       0
scan            00fc63fe        Function        Global  User Defined    9       0
ckdrv           00fc65a0        Function        Global  User Defined    4       0
dcrack          00fc669e        Function        Global  User Defined    1       0
findit          00fc672e        Function        Global  User Defined    9       0
FUN_00fc679c    00fc679c        Function        Global  Default 0       0
xchdir          00fc6840        Function        Global  User Defined    1       0
packit          00fc6928        Function        Global  User Defined    2       0
dopath          00fc6994        Function        Global  User Defined    2       0
xgetdir         00fc69dc        Function        Global  User Defined    1       0
xgetdta         00fc6a5c        Function        Global  User Defined    1       0
xsetdta         00fc6a6e        Function        Global  User Defined    1       0
xsetdrv         00fc6a82        Function        Global  User Defined    2       0
xgetdrv         00fc6aa2        Function        Global  User Defined    1       0
xsfirst         00fc6ab8        Function        Global  User Defined    1       0
ixsfirst        00fc6ad6        Function        Global  User Defined    3       0
xsnext          00fc6bb6        Function        Global  User Defined    1       0
makbuf          00fc6c7e        Function        Global  User Defined    2       0
opnfil          00fc6d1e        Function        Global  User Defined    2       0
makopn          00fc6d9e        Function        Global  User Defined    1       0
dirinit         00fc6eb8        Function        Global  User Defined    2       0
xcreat          00fc6f5c        Function        Global  User Defined    2       0
ixcreat         00fc6f78        Function        Global  User Defined    2       0
xmkdir          00fc7190        Function        Global  User Defined    1       0
xopen           00fc73b4        Function        Global  User Defined    3       0
ixopen          00fc73c8        Function        Global  User Defined    1       0
xchmod          00fc743a        Function        Global  User Defined    1       0
xgsdtof         00fc74f0        Function        Global  User Defined    1       0
xunlink         00fc7574        Function        Global  User Defined    1       0
ixdel           00fc75e6        Function        Global  User Defined    3       0
xrmdir          00fc76ec        Function        Global  User Defined    2       0
xgetfree        00fc782a        Function        Global  User Defined    1       0
xrename         00fc78b2        Function        Global  User Defined    1       0
xlseek          00fc7a90        Function        Global  User Defined    2       0
ixlseek         00fc7aec        Function        Global  User Defined    21      0
DIVMOD          00fc7be6        Function        Global  User Defined    4       0
contains_dots   00fc7c14        Function        Global  User Defined    2       0
ncmps           00fc7c56        Function        Global  User Defined    6       0
bdos_walloc     00fc7c92        Function        Global  User Defined    1       0
mgetofd         00fc7cdc        Function        Global  User Defined    10      0
oftdel          00fc7d5e        Function        Global  User Defined    16      0
xtermres        00fc7d9a        Function        Global  User Defined    1       0
xterm           00fc7dea        Function        Global  User Defined    6       0
x0term          00fc7e42        Function        Global  User Defined    1       0
ixterm          00fc7e4e        Function        Global  User Defined    2       0
FUN_00fc7ef6    00fc7ef6        Function        Global  Default 0       0
xexec           00fc7f36        Function        Global  User Defined    1       0
FUN_00fc8392    00fc8392        Function        Global  Default 0       0
xpgmld          00fc83a6        Function        Global  User Defined    1       0
ffit            00fc862a        Function        Global  User Defined    4       0
xsetblk         00fc871a        Function        Global  User Defined    2       0
freeit          00fc879c        Function        Global  User Defined    6       0
xmalloc         00fc886e        Function        Global  User Defined    1       0
xmfree          00fc88bc        Function        Global  User Defined    1       0
constat         00fc8904        Function        Global  User Defined    3       0
xconstat        00fc8930        Function        Global  User Defined    1       0
xconostat       00fc894a        Function        Global  User Defined    1       0
xprtostat       00fc896e        Function        Global  User Defined    1       0
xauxistat       00fc8992        Function        Global  User Defined    1       0
xauxostat       00fc89ae        Function        Global  User Defined    1       0
conbrk          00fc89d2        Function        Global  User Defined    2       0
buflush         00fc8b0e        Function        Global  User Defined    2       0
conout          00fc8b56        Function        Global  User Defined    14      0
xtabout         00fc8bdc        Function        Global  User Defined    1       0
tabout          00fc8bfc        Function        Global  User Defined    4       0
FUN_00fc8c48    00fc8c48        Function        Global  Default 2       0
xauxout         00fc8c92        Function        Global  User Defined    1       0
xprtout         00fc8cba        Function        Global  User Defined    1       0
getch           00fc8ce2        Function        Global  User Defined    5       0
x7in            00fc8d6a        Function        Global  User Defined    1       0
conin           00fc8d86        Function        Global  User Defined    2       0
xconin          00fc8db2        Function        Global  User Defined    1       0
x8in            00fc8dcc        Function        Global  User Defined    1       0
xauxin          00fc8dfe        Function        Global  User Defined    1       0
rawconio        00fc8e22        Function        Global  User Defined    1       0
xprt_line       00fc8e82        Function        Global  User Defined    1       0
prt_line        00fc8ea2        Function        Global  User Defined    1       0
FUN_00fc8ecc    00fc8ecc        Function        Global  Default 2       0
FUN_00fc8f12    00fc8f12        Function        Global  Default 2       0
readline        00fc8faa        Function        Global  User Defined    1       0
cgets           00fc8fe6        Function        Global  User Defined    2       0
ni              00fc90fe        Function        Global  User Defined    38      0
xgetver         00fc9108        Function        Global  User Defined    1       0
cinit           00fc9116        Function        Global  User Defined    1       0
freetree        00fc91b4        Function        Global  User Defined    3       0
offree          00fc9228        Function        Global  User Defined    1       0
osif            00fc92a4        Function        Global  User Defined    2       0
caseD_6         00fc956a        Instruction Label       switchD_00fc96bc        Analysis        2       0
caseD_1         00fc9576        Instruction Label       switchD_00fc96bc        Analysis        5       0
caseD_3         00fc9576        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_7         00fc9576        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_8         00fc9576        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_2         00fc959c        Instruction Label       switchD_00fc96bc        Analysis        5       0
caseD_4         00fc959c        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_5         00fc959c        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_9         00fc95ba        Instruction Label       switchD_00fc96bc        Analysis        2       0
caseD_a         00fc95ec        Instruction Label       switchD_00fc96bc        Analysis        2       0
caseD_b         00fc969c        Instruction Label       switchD_00fc96bc        Analysis        6       0
caseD_10        00fc969c        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_11        00fc969c        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_12        00fc969c        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_13        00fc969c        Instruction Label       switchD_00fc96bc        Analysis        0       0
switchD         00fc96bc        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_c         00fc96be        Instruction Label       switchD_00fc96bc        Analysis        8       0
caseD_d         00fc96be        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_e         00fc96be        Instruction Label       switchD_00fc96bc        Analysis        0       0
caseD_f         00fc96be        Instruction Label       switchD_00fc96bc        Analysis        0       0
tikfrk          00fc9a80        Function        Global  User Defined    1       0
xgetdate        00fc9bda        Function        Global  User Defined    1       0
xsetdate        00fc9bea        Function        Global  User Defined    1       0
xgettime        00fc9c5c        Function        Global  User Defined    1       0
xsettime        00fc9c6c        Function        Global  User Defined    1       0
line1010        00fc9cc0        Function        Global  User Defined    1       0
la_out          00fc9ce6        Instruction Label       line1010        User Defined    1       0
var_base        00fc9ce8        Function        Global  User Defined    1       0
atab            00fc9cfe        Data Label      Global  User Defined    2       0
fonts           00fc9d3e        Data Label      Global  User Defined    1       0
retfalse        00fc9d4e        Function        Global  User Defined    1       0
GSX_ENTRY       00fc9d52        Function        Global  User Defined    2       0
vec_len         00fc9dc0        Function        Global  User Defined    1       0
bds_lp          00fc9de2        Instruction Label       vec_len User Defined    2       0
bds_end         00fc9dee        Instruction Label       vec_len User Defined    1       0
srch_lp         00fc9dfc        Instruction Label       vec_len User Defined    3       0
hi_adjust       00fc9e18        Instruction Label       vec_len User Defined    1       0
lo_adjust       00fc9e1c        Instruction Label       vec_len User Defined    1       0
srch_end        00fc9e20        Instruction Label       vec_len User Defined    1       0
vl_out          00fc9e22        Instruction Label       vec_len User Defined    1       0
CLC_FLIT        00fc9e24        Function        Global  User Defined    2       0
flit_lp         00fc9e44        Instruction Label       CLC_FLIT        User Defined    1       0
ld_fill_int     00fc9e7a        Instruction Label       CLC_FLIT        User Defined    1       0
no_fill_int     00fc9e86        Instruction Label       CLC_FLIT        User Defined    2       0
sfi_cont        00fc9e98        Instruction Label       CLC_FLIT        User Defined    1       0
draw_lp         00fc9eb4        Instruction Label       CLC_FLIT        User Defined    1       0
dr_clip         00fc9ed2        Instruction Label       CLC_FLIT        User Defined    2       0
drc_1           00fc9efe        Instruction Label       CLC_FLIT        User Defined    1       0
drc_2           00fc9f12        Instruction Label       CLC_FLIT        User Defined    1       0
drc_end         00fc9f1e        Instruction Label       CLC_FLIT        User Defined    2       0
bub_sort        00fc9f30        Function        Global  User Defined    1       0
SMUL_DIV        00fc9f58        Function        Global  User Defined    31      0
concat          00fc9f8c        Function        Global  User Defined    11      0
ABLINE          00fc9fb8        Function        Global  User Defined    8       0
wm_tbl          00fca0d6        Data Label      Global  User Defined    7       0
ABLINE_jump_table       00fca0f6        Data Label      Global  User Defined    1       0
FUN_00fca148    00fca148        Function        Global  Default 3       0
FUN_00fca278    00fca278        Function        Global  Default 3       0
FUN_00fca326    00fca326        Function        Global  Default 1       0
FUN_00fca33e    00fca33e        Function        Global  Default 1       0
HABLINE         00fca356        Function        Global  User Defined    3       0
lf_tab          00fca3de        Data Label      Global  User Defined    9       2
rf_tab          00fca3de        Data Label      Global  User Defined    0       2
FUN_00fca460    00fca460        Function        Global  Default 2       0
GSHIFT_S        00fca4fa        Function        Global  User Defined    1       0
v_nop           00fca504        Function        Global  User Defined    4       0
v_cellarray     00fca504        Function        v_nop   User Defined    0       0
vq_cellarray    00fca504        Function        v_nop   User Defined    0       0
v_clrwk         00fca506        Function        Global  User Defined    3       0
v_clrwk_return  00fca518        Instruction Label       Global  User Defined    1       0
INIT_G          00fca51a        Function        Global  User Defined    1       0
vex_timv        00fca54e        Instruction Label       Global  User Defined    1       0
FindDevice      00fca57e        Function        Global  User Defined    1       0
paltab4         00fca620        Data Label      Global  User Defined    2       0
paltab16        00fca628        Data Label      Global  User Defined    1       0
tick_int        00fca648        Instruction Label       Global  User Defined    1       0
DINIT_G         00fca660        Function        Global  User Defined    1       0
GCHC_KEY        00fca680        Function        Global  User Defined    2       0
GCHR_KEY        00fca68a        Function        Global  User Defined    2       0
no_char         00fca6b2        Instruction Label       GCHR_KEY        User Defined    1       0
mouse_init      00fca6b8        Function        Global  User Defined    1       0
user_init       00fca734        Function        Global  User Defined    1       0
dinit_mouse     00fca736        Function        Global  User Defined    1       0
FUN_00fca756    00fca756        Function        Global  Default 2       0
esc_init        00fca7e2        Function        Global  User Defined    2       0
FUN_00fca878    00fca878        Function        Global  Default 1       0
reztab0         00fca8ac        Data Label      Global  User Defined    1       0
reztab1         00fca8af        Data Label      Global  User Defined    1       0
reztab2         00fca8b2        Data Label      Global  User Defined    1       0
reztab3         00fca8b8        Data Label      Global  User Defined    1       0
SCREEN          00fca8be        Function        Global  User Defined    1       0
Isin            00fcaa30        Function        Global  User Defined    5       0
caseD_0         00fcaa5e        Instruction Label       switchD_00fcaaa0        Analysis        2       0
caseD_1         00fcaa60        Instruction Label       switchD_00fcaaa0        Analysis        2       0
caseD_2         00fcaa6e        Instruction Label       switchD_00fcaaa0        Analysis        2       0
caseD_3         00fcaa76        Instruction Label       switchD_00fcaaa0        Analysis        2       0
caseD_4         00fcaa84        Instruction Label       switchD_00fcaaa0        Analysis        2       0
switchD         00fcaaa0        Instruction Label       switchD_00fcaaa0        Analysis        0       0
caseD_5         00fcaaa2        Instruction Label       switchD_00fcaaa0        Analysis        8       0
FUN_00fcab14    00fcab14        Function        Global  Default 4       0
vsl_type        00fcab3e        Function        Global  User Defined    1       0
vsl_width       00fcab88        Function        Global  User Defined    1       0
vsl_ends        00fcabe8        Function        Global  User Defined    1       0
vsl_color       00fcac44        Function        Global  User Defined    1       0
vsm_height      00fcac94        Function        Global  User Defined    1       0
vsm_type        00fcad20        Function        Global  User Defined    1       0
vsm_color       00fcad70        Function        Global  User Defined    1       0
vsf_interior    00fcadc6        Function        Global  User Defined    1       0
vsf_style       00fcae12        Function        Global  User Defined    1       0
vsf_color       00fcae7a        Function        Global  User Defined    1       0
v_locator       00fcaeca        Function        Global  User Defined    1       0
v_show_c        00fcafe8        Function        Global  User Defined    3       0
v_hide_c        00fcb010        Function        Global  User Defined    2       0
vq_mouse        00fcb01e        Function        Global  User Defined    1       0
v_valuator      00fcb060        Function        Global  User Defined    1       0
v_choice        00fcb068        Function        Global  User Defined    1       0
v_string        00fcb0f2        Function        Global  User Defined    1       0
vq_key_s        00fcb1d2        Function        Global  User Defined    1       0
vswr_mode       00fcb1f6        Function        Global  User Defined    1       0
vsin_mode       00fcb250        Function        Global  User Defined    1       0
caseD_0         00fcb27c        Instruction Label       switchD_00fcb2b2        Analysis        2       0
caseD_1         00fcb27e        Instruction Label       switchD_00fcb2b2        Analysis        2       0
caseD_2         00fcb286        Instruction Label       switchD_00fcb2b2        Analysis        2       0
caseD_3         00fcb28e        Instruction Label       switchD_00fcb2b2        Analysis        2       0
caseD_4         00fcb296        Instruction Label       switchD_00fcb2b2        Analysis        2       0
switchD         00fcb2b2        Instruction Label       switchD_00fcb2b2        Analysis        0       0
caseD_5         00fcb2b4        Instruction Label       switchD_00fcb2b2        Analysis        8       0
vqin_mode       00fcb2be        Function        Global  User Defined    1       0
caseD_0         00fcb2e2        Instruction Label       switchD_00fcb318        Analysis        2       0
caseD_1         00fcb2e4        Instruction Label       switchD_00fcb318        Analysis        2       0
caseD_2         00fcb2ec        Instruction Label       switchD_00fcb318        Analysis        2       0
caseD_3         00fcb2f4        Instruction Label       switchD_00fcb318        Analysis        2       0
caseD_4         00fcb2fc        Instruction Label       switchD_00fcb318        Analysis        2       0
switchD         00fcb318        Instruction Label       switchD_00fcb318        Analysis        0       0
caseD_5         00fcb31a        Instruction Label       switchD_00fcb318        Analysis        8       0
vsf_perimeter   00fcb324        Function        Global  User Defined    1       0
vsl_udsty       00fcb36a        Function        Global  User Defined    1       0
vs_clip         00fcb382        Function        Global  User Defined    1       0
FUN_00fcb426    00fcb426        Function        Global  Default 7       0
dro_cpyfm       00fcb472        Function        Global  User Defined    1       0
drt_cpyfm       00fcb4a4        Function        Global  User Defined    1       0
dr_recfl        00fcb4dc        Function        Global  User Defined    2       0
v_opnwk         00fcb55c        Function        Global  User Defined    1       0
vq_extnd        00fcb798        Function        Global  User Defined    1       0
v_clswk         00fcb830        Function        Global  User Defined    1       0
v_pline         00fcb878        Function        Global  User Defined    3       0
v_pmarker       00fcb912        Function        Global  User Defined    1       0
v_fillarea      00fcba58        Function        Global  User Defined    1       0
v_gdp           00fcba64        Function        Global  User Defined    1       0
caseD_1         00fcbaa2        Instruction Label       switchD_00fcbc0a        Analysis        2       0
caseD_2         00fcbb00        Instruction Label       switchD_00fcbc0a        Analysis        3       0
caseD_3         00fcbb00        Instruction Label       switchD_00fcbc0a        Analysis        0       0
caseD_4         00fcbb08        Instruction Label       switchD_00fcbc0a        Analysis        2       0
caseD_5         00fcbb60        Instruction Label       switchD_00fcbc0a        Analysis        2       0
caseD_6         00fcbbb6        Instruction Label       switchD_00fcbc0a        Analysis        3       0
caseD_7         00fcbbb6        Instruction Label       switchD_00fcbc0a        Analysis        0       0
caseD_8         00fcbbbc        Instruction Label       switchD_00fcbc0a        Analysis        2       0
caseD_9         00fcbbe8        Instruction Label       switchD_00fcbc0a        Analysis        2       0
caseD_a         00fcbbee        Instruction Label       switchD_00fcbc0a        Analysis        2       0
switchD         00fcbc0a        Instruction Label       switchD_00fcbc0a        Analysis        0       0
caseD_a         00fcbc0c        Instruction Label       switchD_00fcbc0a        Analysis        13      0
vql_attributes  00fcbc16        Function        Global  User Defined    1       0
vqm_attributes  00fcbc72        Function        Global  User Defined    1       0
vqf_attributes  00fcbcd2        Function        Global  User Defined    1       0
FUN_00fcbd24    00fcbd24        Function        Global  Default 4       0
FUN_00fcbdae    00fcbdae        Function        Global  Default 5       0
FUN_00fcbf2a    00fcbf2a        Function        Global  Default 2       0
plygn           00fcbf82        Function        Global  User Defined    5       0
FUN_00fcc11c    00fcc11c        Function        Global  Default 2       0
FUN_00fcc4c6    00fcc4c6        Function        Global  Default 1       0
clc_nsteps      00fcc572        Function        Global  User Defined    4       0
gdp_ell         00fcc5d2        Function        Global  User Defined    1       0
clc_arc         00fcc682        Function        Global  User Defined    4       0
FUN_00fcc7f8    00fcc7f8        Function        Global  Default 3       0
FUN_00fcc88a    00fcc88a        Function        Global  Default 3       0
caseD_0         00fcc8a6        Instruction Label       switchD_00fcc956        Analysis        2       0
caseD_1         00fcc8b0        Instruction Label       switchD_00fcc956        Analysis        2       0
caseD_2         00fcc8ba        Instruction Label       switchD_00fcc956        Analysis        2       0
caseD_3         00fcc8fa        Instruction Label       switchD_00fcc956        Analysis        2       0
caseD_4         00fcc93a        Instruction Label       switchD_00fcc956        Analysis        2       0
switchD         00fcc956        Instruction Label       switchD_00fcc956        Analysis        0       0
caseD_5         00fcc958        Instruction Label       switchD_00fcc956        Analysis        8       0
FUN_00fcc96a    00fcc96a        Function        Global  Default 1       0
FUN_00fcca84    00fcca84        Function        Global  Default 2       0
perp_off        00fccc76        Function        Global  User Defined    1       0
quad_xform      00fccdba        Function        Global  User Defined    2       0
FUN_00fcce32    00fcce32        Function        Global  Default 2       0
s_fa_attr       00fccf3a        Function        Global  User Defined    2       0
FUN_00fccfa6    00fccfa6        Function        Global  Default 2       0
do_arrow        00fccfde        Function        Global  User Defined    2       0
FUN_00fcd07a    00fcd07a        Function        Global  Default 2       0
init_wk         00fcd2e6        Function        Global  User Defined    2       0
d_opnvwk        00fcd4f6        Function        Global  User Defined    1       0
d_clsvwk        00fcd588        Function        Global  User Defined    1       0
dsf_udpat       00fcd5de        Function        Global  User Defined    1       0
d_gtext         00fcd63a        Function        Global  User Defined    2       0
caseD_0         00fcd814        Instruction Label       switchD_00fcd8d6        Analysis        2       0
caseD_1         00fcd826        Instruction Label       switchD_00fcd8d6        Analysis        2       0
caseD_2         00fcd850        Instruction Label       switchD_00fcd8d6        Analysis        2       0
caseD_3         00fcd878        Instruction Label       switchD_00fcd8d6        Analysis        2       0
caseD_4         00fcd888        Instruction Label       switchD_00fcd8d6        Analysis        2       0
caseD_5         00fcd8b0        Instruction Label       switchD_00fcd8d6        Analysis        2       0
switchD         00fcd8d6        Instruction Label       switchD_00fcd8d6        Analysis        0       0
caseD_6         00fcd8d8        Instruction Label       switchD_00fcd8d6        Analysis        9       0
text_init       00fcdd80        Function        Global  User Defined    1       0
dst_height      00fcdeb4        Function        Global  User Defined    2       0
copy_name       00fcdfd2        Function        Global  User Defined    1       0
make_header     00fcdffa        Function        Global  User Defined    2       0
dst_point       00fce150        Function        Global  User Defined    2       0
