Name            Location        Type         Namespace  Source
clc_arc         00fcc682        Function        Global  User Defined
FUN_00fcc7f8    00fcc7f8        Function        Global  Default
FUN_00fcc88a    00fcc88a        Function        Global  Default
caseD_0         00fcc8a6        Instruction Label       switchD_00fcc956        Analysis
caseD_1         00fcc8b0        Instruction Label       switchD_00fcc956        Analysis
caseD_2         00fcc8ba        Instruction Label       switchD_00fcc956        Analysis
caseD_3         00fcc8fa        Instruction Label       switchD_00fcc956        Analysis
caseD_4         00fcc93a        Instruction Label       switchD_00fcc956        Analysis
switchD         00fcc956        Instruction Label       switchD_00fcc956        Analysis
caseD_5         00fcc958        Instruction Label       switchD_00fcc956        Analysis
FUN_00fcc96a    00fcc96a        Function        Global  Default
FUN_00fcca84    00fcca84        Function        Global  Default
perp_off        00fccc76        Function        Global  User Defined
quad_xform      00fccdba        Function        Global  User Defined
FUN_00fcce32    00fcce32        Function        Global  Default
s_fa_attr       00fccf3a        Function        Global  User Defined
FUN_00fccfa6    00fccfa6        Function        Global  Default
do_arrow        00fccfde        Function        Global  User Defined
FUN_00fcd07a    00fcd07a        Function        Global  Default
init_wk         00fcd2e6        Function        Global  User Defined
d_opnvwk        00fcd4f6        Function        Global  User Defined
d_clsvwk        00fcd588        Function        Global  User Defined
dsf_udpat       00fcd5de        Function        Global  User Defined
d_gtext         00fcd63a        Function        Global  User Defined
caseD_0         00fcd814        Instruction Label       switchD_00fcd8d6        Analysis
caseD_1         00fcd826        Instruction Label       switchD_00fcd8d6        Analysis
caseD_2         00fcd850        Instruction Label       switchD_00fcd8d6        Analysis
caseD_3         00fcd878        Instruction Label       switchD_00fcd8d6        Analysis
caseD_4         00fcd888        Instruction Label       switchD_00fcd8d6        Analysis
caseD_5         00fcd8b0        Instruction Label       switchD_00fcd8d6        Analysis
switchD         00fcd8d6        Instruction Label       switchD_00fcd8d6        Analysis
caseD_6         00fcd8d8        Instruction Label       switchD_00fcd8d6        Analysis
text_init       00fcdd80        Function        Global  User Defined
dst_height      00fcdeb4        Function        Global  User Defined
copy_name       00fcdfd2        Function        Global  User Defined
make_header     00fcdffa        Function        Global  User Defined
dst_point       00fce150        Function        Global  User Defined
vst_effects     00fce296        Function        Global  User Defined
dst_alignment   00fce2ca        Function        Global  User Defined
dst_rotation    00fce326        Function        Global  User Defined
dst_font        00fce360        Function        Global  User Defined
dst_color       00fce444        Function        Global  User Defined
dqt_attributes  00fce494        Function        Global  User Defined
dqt_extent      00fce50e        Function        Global  User Defined
dqt_width       00fce6d4        Function        Global  User Defined
dqt_name        00fce7ae        Function        Global  User Defined
dqt_fontinfo    00fce83e        Function        Global  User Defined
d_justified     00fce8cc        Function        Global  User Defined
dt_loadfont     00fcebea        Function        Global  User Defined
dt_unloadfont   00fcec7e        Function        Global  User Defined
CLC_DDA         00fcecb4        Function        Global  User Defined
ACT_SIZ         00fcece6        Function        Global  User Defined
TEXT_BLT        00fced38        Function        Global  User Defined
norm_blt        00fcf2a0        Function        Global  User Defined
do_rot          00fcf2b6        Instruction Label       norm_blt        User Defined
get_mask        00fcf2cc        Instruction Label       norm_blt        User Defined
doub_des        00fcf318        Instruction Label       norm_blt        User Defined
mlt_dest        00fcf336        Instruction Label       norm_blt        User Defined
do_ritem        00fcf348        Instruction Label       norm_blt        User Defined
not_null        00fcf354        Instruction Label       norm_blt        User Defined
msk_done        00fcf35c        Instruction Label       norm_blt        User Defined
msk0            00fcf36c        Instruction Label       norm_blt        User Defined
plane_lp        00fcf374        Instruction Label       norm_blt        User Defined
sp1             00fcf386        Instruction Label       norm_blt        User Defined
toptable        00fcf3ae        Data Label      Global  User Defined
twoptble        00fcf3ce        Data Label      Global  User Defined
wrmappin        00fcf3ee        Data Label      Global  User Defined
blt_adj         00fcf43e        Data Label      Global  User Defined
no_lite         00fcf492        Instruction Label       norm_blt        User Defined
no_thick        00fcf4c0        Instruction Label       norm_blt        User Defined
not_sngl        00fcf4ee        Instruction Label       norm_blt        User Defined
no_specl        00fcf510        Instruction Label       norm_blt        User Defined
no_skew         00fcf510        Instruction Label       norm_blt        User Defined
mlt_skew        00fcf510        Instruction Label       norm_blt        User Defined
more_pl         00fcf538        Instruction Label       norm_blt        User Defined
sgl_lp          00fcf548        Instruction Label       Global  User Defined
sgl_loop        00fcf570        Instruction Label       Global  User Defined
dbl_lp          00fcf576        Function        Global  User Defined
dbleft          00fcf584        Instruction Label       dbl_lp  User Defined
dblendr         00fcf586        Instruction Label       dbl_lp  User Defined
dbl_loop        00fcf5bc        Instruction Label       dbl_lp  User Defined
mlt_left        00fcf5c2        Function        Global  User Defined
mlt_rite        00fcf660        Function        Global  User Defined
word_rit        00fcf690        Instruction Label       mlt_rite        User Defined
rite_don        00fcf6c6        Instruction Label       mlt_rite        User Defined
rdone           00fcf6fc        Instruction Label       mlt_rite        User Defined
top0            00fcf6fe        Instruction Label       Global  User Defined
top1            00fcf708        Instruction Label       Global  User Defined
top2            00fcf712        Instruction Label       Global  User Defined
top3            00fcf71c        Instruction Label       Global  User Defined
top4            00fcf724        Instruction Label       Global  User Defined
top5            00fcf72c        Instruction Label       Global  User Defined
top6            00fcf730        Instruction Label       Global  User Defined
top7            00fcf736        Instruction Label       Global  User Defined
top8            00fcf73c        Instruction Label       Global  User Defined
top9            00fcf744        Instruction Label       Global  User Defined
topa            00fcf74c        Instruction Label       Global  User Defined
topb            00fcf752        Instruction Label       Global  User Defined
topc            00fcf75a        Instruction Label       Global  User Defined
topd            00fcf764        Instruction Label       Global  User Defined
tope            00fcf76c        Instruction Label       Global  User Defined
topf            00fcf776        Instruction Label       Global  User Defined
twop0           00fcf77c        Instruction Label       Global  User Defined
twop1           00fcf780        Instruction Label       Global  User Defined
twop2           00fcf784        Instruction Label       Global  User Defined
twop3           00fcf78a        Instruction Label       Global  User Defined
twop4           00fcf78c        Instruction Label       Global  User Defined
twop5           00fcf792        Instruction Label       Global  User Defined
twop6           00fcf796        Instruction Label       Global  User Defined
twop7           00fcf79a        Instruction Label       Global  User Defined
twop8           00fcf79e        Instruction Label       Global  User Defined
twop9           00fcf7a4        Instruction Label       Global  User Defined
twopa           00fcf7aa        Instruction Label       Global  User Defined
twopb           00fcf7b0        Instruction Label       Global  User Defined
twopc           00fcf7b6        Instruction Label       Global  User Defined
twopd           00fcf7ba        Instruction Label       Global  User Defined
twope           00fcf7c0        Instruction Label       Global  User Defined
twopf           00fcf7c6        Instruction Label       Global  User Defined
thknop          00fcf7ca        Instruction Label       Global  User Defined
thk01           00fcf7e4        Instruction Label       Global  User Defined
thk00           00fcf7e8        Instruction Label       Global  User Defined
thk00           00fcf7f8        Instruction Label       Global  User Defined
thk1            00fcf7fc        Instruction Label       Global  User Defined
thkoplp         00fcf81a        Instruction Label       Global  User Defined
thklpe          00fcf820        Instruction Label       Global  User Defined
thknopw         00fcf830        Instruction Label       Global  User Defined
thk2            00fcf83a        Instruction Label       Global  User Defined
thkopwlp        00fcf846        Instruction Label       Global  User Defined
thkopwe         00fcf84a        Instruction Label       Global  User Defined
thknopwf        00fcf862        Instruction Label       Global  User Defined
thk11           00fcf876        Instruction Label       Global  User Defined
thk3            00fcf87c        Instruction Label       Global  User Defined
thk4            00fcf880        Instruction Label       Global  User Defined
thk5            00fcf882        Instruction Label       Global  User Defined
thk33           00fcf8a2        Instruction Label       Global  User Defined
thk34           00fcf8ac        Instruction Label       Global  User Defined
thk31           00fcf8b8        Instruction Label       Global  User Defined
thk35           00fcf8be        Instruction Label       Global  User Defined
thk6            00fcf8c8        Instruction Label       Global  User Defined
thk7            00fcf8ce        Instruction Label       Global  User Defined
thkopwl         00fcf8da        Instruction Label       Global  User Defined
thkopwfe        00fcf8de        Instruction Label       Global  User Defined
liteop          00fcf8f8        Instruction Label       Global  User Defined
liteopw         00fcf90c        Instruction Label       Global  User Defined
liteopwf        00fcf918        Instruction Label       Global  User Defined
skewop          00fcf924        Instruction Label       Global  User Defined
ror_add         00fcf94a        Instruction Label       Global  User Defined
new_shif        00fcf94c        Instruction Label       Global  User Defined
no_shift        00fcf954        Instruction Label       Global  User Defined
dec_rol         00fcf95c        Instruction Label       Global  User Defined
begn_ror        00fcf964        Instruction Label       Global  User Defined
nxt_word        00fcf968        Instruction Label       Global  User Defined
skewopw         00fcf98a        Instruction Label       Global  User Defined
rotation        00fcfa20        Instruction Label       Global  User Defined
rot_nsrc        00fcfaee        Instruction Label       Global  User Defined
rot_done        00fcfaf2        Instruction Label       Global  User Defined
rot_nneg        00fcfb38        Instruction Label       Global  User Defined
repexit         00fcfb3c        Instruction Label       Global  User Defined
upsd_dwn        00fcfb4e        Function        Global  User Defined
upsd_lp         00fcfb72        Instruction Label       Global  User Defined
line_lp         00fcfb76        Instruction Label       Global  User Defined
flip_lp         00fcfb7e        Instruction Label       Global  User Defined
strtflip        00fcfb90        Instruction Label       Global  User Defined
replicat        00fcfbc0        Instruction Label       Global  User Defined
FUN_00fcfca2    00fcfca2        Function        Global  Default
getdest         00fcfd04        Function        Global  User Defined
outlin          00fcfd26        Function        Global  User Defined
FUN_00fcfdc0    00fcfdc0        Function        Global  Default
chk_clip        00fcfdde        Instruction Label       FUN_00fcfdc0    User Defined
vtrap1          00fcff62        Function        Global  User Defined
TRNSFONT        00fcff72        Function        Global  User Defined
put_pix         00fcff94        Function        Global  User Defined
ppx_loop        00fcffcc        Instruction Label       put_pix User Defined
ppx_clr         00fcffd8        Instruction Label       put_pix User Defined
get_pix         00fcffe0        Function        Global  User Defined
fill_line       00fd0026        Function        Global  User Defined
FUN_00fd0078    00fd0078        Function        Global  Default
M_RECTFILL      00fd018c        Function        Global  User Defined
mouse_rel       00fd02e0        Function        Global  User Defined
FUN_00fd0394    00fd0394        Function        Global  Default
MOV_CUR         00fd03c2        Instruction Label       Global  User Defined
vb_draw         00fd03e2        Instruction Label       Global  User Defined
vex_butv        00fd042c        Instruction Label       Global  User Defined
vex_motv        00fd0444        Instruction Label       Global  User Defined
vex_curv        00fd045c        Instruction Label       Global  User Defined
cur_display     00fd0474        Function        Global  User Defined
FUN_00fd05c2    00fd05c2        Function        Global  Default
cur_replace     00fd0648        Function        Global  User Defined
HIDE_CUR        00fd0718        Function        Global  User Defined
FUN_00fd074a    00fd074a        Function        Global  Default
vsc_form        00fd078e        Function        Global  User Defined
COPY_RFM        00fd080a        Function        Global  User Defined
pat_parm        00fd0836        Instruction Label       COPY_RFM        User Defined
no_pattern      00fd0846        Instruction Label       COPY_RFM        User Defined
src_calc        00fd0872        Instruction Label       COPY_RFM        User Defined
dst_form        00fd087e        Instruction Label       COPY_RFM        User Defined
dst_calc        00fd0898        Instruction Label       COPY_RFM        User Defined
compare         00fd08a4        Instruction Label       COPY_RFM        User Defined
new_ops         00fd08da        Instruction Label       COPY_RFM        User Defined
col_0_ok        00fd08f8        Instruction Label       COPY_RFM        User Defined
col_1_ok        00fd090c        Instruction Label       COPY_RFM        User Defined
transparent_mode        00fd0942        Instruction Label       COPY_RFM        User Defined
replace_mode    00fd0958        Instruction Label       COPY_RFM        User Defined
xor_mode        00fd097a        Instruction Label       COPY_RFM        User Defined
standard_ops    00fd098a        Instruction Label       COPY_RFM        User Defined
the_clipper     00fd09a4        Instruction Label       COPY_RFM        User Defined
dont_clip       00fd09c0        Instruction Label       COPY_RFM        User Defined
clip_it         00fd0a08        Instruction Label       COPY_RFM        User Defined
xmin_clipped    00fd0a20        Instruction Label       COPY_RFM        User Defined
xmax_clipped    00fd0a3c        Instruction Label       COPY_RFM        User Defined
ymin_clipped    00fd0a54        Instruction Label       COPY_RFM        User Defined
ymax_clipped    00fd0a70        Instruction Label       COPY_RFM        User Defined
max_save        00fd0a90        Instruction Label       COPY_RFM        User Defined
bad_parameter   00fd0aa4        Instruction Label       COPY_RFM        User Defined
KG_BLT          00fd0abc        Function        Global  User Defined
bitblt          00fd0af8        Function        Global  User Defined
std_blt         00fd0b36        Instruction Label       bitblt  User Defined
act_shift       00fd0b54        Instruction Label       bitblt  User Defined
start_addr      00fd0b62        Instruction Label       bitblt  User Defined
b2t_r2l         00fd0b94        Instruction Label       bitblt  User Defined
t2b_l2r         00fd0bb8        Instruction Label       bitblt  User Defined
big_fringe      00fd0bbc        Instruction Label       bitblt  User Defined
ssave_addr      00fd0bdc        Instruction Label       bitblt  User Defined
solo_tab        00fd0c18        Data Label      Global  User Defined
frag_tab        00fd0c28        Data Label      Global  User Defined
pre_flight      00fd0ca8        Instruction Label       bitblt  User Defined
first_index     00fd0cbe        Instruction Label       bitblt  User Defined
next_plane      00fd0cc6        Instruction Label       bitblt  User Defined
do_the_blt      00fd0d04        Instruction Label       bitblt  User Defined
np_cont         00fd0d06        Instruction Label       bitblt  User Defined
quit_blt        00fd0d36        Instruction Label       bitblt  User Defined
log_op          00fd0d38        Data Label      Global  User Defined
unary_blt       00fd0d78        Instruction Label       bitblt  User Defined
call_unary      00fd0d98        Instruction Label       bitblt  User Defined
get_fringe      00fd0da2        Function        Global  User Defined
D_XMIN          00fd0db2        Instruction Label       get_fringe      User Defined
fr_l_mask       00fd0dc4        Data Label      Global  User Defined
fr_r_mask       00fd0dc6        Data Label      Global  User Defined
s_xy2addr       00fd0de6        Function        Global  User Defined
d_xy2addr       00fd0dfc        Function        Global  User Defined
word_blt        00fd0e12        Function        Global  User Defined
l2r_t2b         00fd0e5c        Instruction Label       word_blt        User Defined
set_fringe      00fd0e60        Instruction Label       word_blt        User Defined
fringe_ok       00fd0e72        Instruction Label       word_blt        User Defined
sc_mp_f1        00fd0e84        Instruction Label       word_blt        User Defined
sc_mp_loop      00fd0e94        Instruction Label       word_blt        User Defined
sc_mp_f2        00fd0e9e        Instruction Label       word_blt        User Defined
sc_mp_enter     00fd0eb2        Instruction Label       word_blt        User Defined
sc_plane        00fd0ed6        Instruction Label       word_blt        User Defined
p1_update       00fd0ede        Function        Global  User Defined
f0_left         00fd0efa        Instruction Label       Global  User Defined
f0_right        00fd0f02        Instruction Label       Global  User Defined
f1_r2l_rt       00fd0f0a        Instruction Label       Global  User Defined
f0_r2l_rt       00fd0f10        Instruction Label       Global  User Defined
f1_r2l_lf       00fd0f1c        Instruction Label       Global  User Defined
f0_r2l_lf       00fd0f22        Instruction Label       Global  User Defined
f1_l2r_rt       00fd0f2e        Instruction Label       Global  User Defined
f0_l2r_rt       00fd0f34        Instruction Label       Global  User Defined
f1_l2r_lf       00fd0f40        Instruction Label       Global  User Defined
f0_l2r_lf       00fd0f46        Instruction Label       Global  User Defined
i1_r2l_rt       00fd0f52        Instruction Label       Global  User Defined
i1_r2l_lf       00fd0f62        Instruction Label       Global  User Defined
i1_l2r_rt       00fd0f72        Instruction Label       Global  User Defined
i1_l2r_lf       00fd0f82        Instruction Label       Global  User Defined
f2_r2l_rt       00fd0f92        Instruction Label       Global  User Defined
f2_r2l_lf       00fd0fa0        Instruction Label       Global  User Defined
f2_l2r_rt       00fd0fae        Instruction Label       Global  User Defined
f2_l2r_lf       00fd0fbc        Instruction Label       Global  User Defined
fl_r2l_rt       00fd0fca        Instruction Label       Global  User Defined
fl_r2l_lf       00fd0fd0        Instruction Label       Global  User Defined
fl_l2r_rt       00fd0fd6        Instruction Label       Global  User Defined
fl_l2r_lf       00fd0fdc        Instruction Label       Global  User Defined
f2_flush        00fd0fe0        Instruction Label       Global  User Defined
f2_out          00fd0fe2        Instruction Label       Global  User Defined
f2_rtn          00fd0fea        Instruction Label       Global  User Defined
f2_update       00fd0ff0        Instruction Label       Global  User Defined
f2_end          00fd1002        Instruction Label       Global  User Defined
f1_dst          00fd1004        Instruction Label       Global  User Defined
i1_dst          00fd1008        Instruction Label       Global  User Defined
f2_dst          00fd100c        Instruction Label       Global  User Defined
f2_drt          00fd1018        Instruction Label       Global  User Defined
f1_drt          00fd101e        Instruction Label       Global  User Defined
mode_00         00fd102e        Instruction Label       Global  User Defined
f1op_00         00fd1036        Instruction Label       Global  User Defined
f2op_00         00fd1044        Instruction Label       Global  User Defined
mode_01         00fd104e        Instruction Label       Global  User Defined
f1op_01         00fd1050        Instruction Label       Global  User Defined
f2op_01         00fd1064        Instruction Label       Global  User Defined
mode_02         00fd1072        Instruction Label       Global  User Defined
f1op_02         00fd107a        Instruction Label       Global  User Defined
f2op_02         00fd1088        Instruction Label       Global  User Defined
mode_03         00fd1096        Instruction Label       Global  User Defined
f1op_03         00fd109e        Instruction Label       Global  User Defined
f2op_03         00fd10ac        Instruction Label       Global  User Defined
mode_04         00fd10bc        Instruction Label       Global  User Defined
f1op_04         00fd10c4        Instruction Label       Global  User Defined
f2op_04         00fd10d2        Instruction Label       Global  User Defined
mode_05         00fd10dc        Instruction Label       Global  User Defined
mode_06         00fd10de        Instruction Label       Global  User Defined
f1op_06         00fd10e6        Instruction Label       Global  User Defined
f2op_06         00fd10f4        Instruction Label       Global  User Defined
mode_07         00fd10fe        Instruction Label       Global  User Defined
f1op_07         00fd1106        Instruction Label       Global  User Defined
f2op_07         00fd1114        Instruction Label       Global  User Defined
mode_08         00fd111e        Instruction Label       Global  User Defined
f1op_08         00fd1126        Instruction Label       Global  User Defined
f2op_08         00fd1134        Instruction Label       Global  User Defined
mode_09         00fd1140        Instruction Label       Global  User Defined
f1op_09         00fd1148        Instruction Label       Global  User Defined
f2op_09         00fd1156        Instruction Label       Global  User Defined
mode_10         00fd1162        Instruction Label       Global  User Defined
f1op_10         00fd116a        Instruction Label       Global  User Defined
f2op_10         00fd1178        Instruction Label       Global  User Defined
mode_11         00fd1180        Instruction Label       Global  User Defined
f1op_11         00fd1188        Instruction Label       Global  User Defined
f2op_11         00fd1196        Instruction Label       Global  User Defined
mode_12         00fd11a2        Instruction Label       Global  User Defined
mode_12         00fd11aa        Instruction Label       Global  User Defined
f2op_12         00fd11b8        Instruction Label       Global  User Defined
mode_13         00fd11c4        Instruction Label       Global  User Defined
f1op_13         00fd11cc        Instruction Label       Global  User Defined
f2op_13         00fd11da        Instruction Label       Global  User Defined
mode_14         00fd11e6        Instruction Label       Global  User Defined
f1op_14         00fd11ee        Instruction Label       Global  User Defined
f2op_14         00fd11fa        Instruction Label       Global  User Defined
mode_15         00fd120a        Instruction Label       Global  User Defined
f1op_15         00fd1212        Instruction Label       Global  User Defined
f2op_15         00fd1220        Instruction Label       Global  User Defined
d_contourfill   00fd1226        Function        Global  User Defined
seedfill        00fd123a        Function        Global  User Defined
crunch_Q        00fd170e        Function        Global  User Defined
get_seed        00fd1768        Function        Global  User Defined
v_get_pixel     00fd1924        Function        Global  User Defined
vr_trnfm        00fd197e        Function        Global  User Defined
FUN_00fd19cc    00fd19cc        Function        Global  Default
FUN_00fd1a00    00fd1a00        Function        Global  Default
vs_color        00fd1a1e        Function        Global  User Defined
FUN_00fd1aba    00fd1aba        Function        Global  Default
vq_color        00fd1ad0        Function        Global  User Defined
pcnttab2        00fd1b6e        Data Label      Global  User Defined
proto_data      00fd1b7e        Data Label      Global  User Defined
pbt_mask        00fd1bca        Data Label      Global  User Defined
YELLO           00fd1bdc        Data Label      Global  User Defined
MAGTA           00fd1be1        Data Label      Global  User Defined
CYAN            00fd1be6        Data Label      Global  User Defined
EBMMO           00fd1beb        Data Label      Global  User Defined
ABMMO           00fd1bef        Data Label      Global  User Defined
PIXLS           00fd1bf3        Data Label      Global  User Defined
PIXLS           00fd1bf8        Data Label      Global  User Defined
RASLS           00fd1bfd        Data Label      Global  User Defined
PIXLS           00fd1c01        Data Label      Global  User Defined
RSTLS           00fd1c06        Data Label      Global  User Defined
RSTCO           00fd1c0a        Data Label      Global  User Defined
fstrtend        00fd1c10        Data Label      Global  User Defined
logmsk          00fd1c14        Data Label      Global  User Defined
negone          00fd1c34        Data Label      Global  User Defined
dots            00fd1c38        Data Label      Global  User Defined
dots2           00fd1c4e        Data Label      Global  User Defined
cgets_cases     00fd1c64        Data Label      Global  User Defined
cgets_jump_table        00fd1c88        Data Label      Global  User Defined
nday            00fd1cac        Data Label      Global  User Defined
funcs           00fd1cc6        Data Label      Global  User Defined
switchdataD_00fd1ed6    00fd1ed6        Data Label      switchD_00fc96bc        Analysis
MAX_VERT        00fd1f40        Data Label      Global  User Defined
LINE_STYLE      00fd1f42        Data Label      Global  User Defined
UDPATMSK        00fd1f4e        Data Label      Global  User Defined
ROM_UD_PATRN    00fd1f50        Data Label      Global  User Defined
OEMMSKPAT       00fd1f70        Data Label      Global  User Defined
OEMPAT          00fd1f72        Data Label      Global  User Defined
DITHRMSK        00fd2072        Data Label      Global  User Defined
DITHER          00fd2074        Data Label      Global  User Defined
HAT_0_MSK       00fd20b4        Data Label      Global  User Defined
HATCH0          00fd20b6        Data Label      Global  User Defined
HAT_1_MSK       00fd2116        Data Label      Global  User Defined
HATCH1          00fd2118        Data Label      Global  User Defined
HOLLOW          00fd21d8        Data Label      Global  User Defined
SOLID           00fd21da        Data Label      Global  User Defined
tplane_mask     00fd21dc        Data Label      Global  User Defined
ROM_DEV_TAB     00fd21e4        Data Label      Global  User Defined
ROM_SIZ_TAB     00fd223e        Data Label      Global  User Defined
ROM_INQ_TAB     00fd2256        Data Label      Global  User Defined
m_dot           00fd22b0        Data Label      Global  User Defined
m_plus          00fd22bc        Data Label      Global  User Defined
m_star          00fd22d2        Data Label      Global  User Defined
m_square        00fd22f2        Data Label      Global  User Defined
m_cross         00fd230a        Data Label      Global  User Defined
m_dmnd          00fd2320        Data Label      Global  User Defined
MAP_COL         00fd2338        Data Label      Global  User Defined
REV_MAP_COL     00fd2358        Data Label      Global  User Defined
jmptb1          00fd2378        Data Label      Global  User Defined
jmptb2          00fd2414        Data Label      Global  User Defined
sin_tbl         00fd2494        Data Label      Global  User Defined
switchdataD_00fd254c    00fd254c        Data Label      switchD_00fcaaa0        Analysis
switchdataD_00fd2560    00fd2560        Data Label      switchD_00fcb2b2        Analysis
switchdataD_00fd2574    00fd2574        Data Label      switchD_00fcb318        Analysis
markhead        00fd2588        Data Label      Global  User Defined
switchdataD_00fd25a0    00fd25a0        Data Label      switchD_00fcbc0a        Analysis
switchdataD_00fd25c8    00fd25c8        Data Label      switchD_00fcc956        Analysis
switchdataD_00fd25dc    00fd25dc        Data Label      switchD_00fcd8d6        Analysis
rel_pblock      00fd25f4        Data Label      Global  User Defined
arrow_cdb       00fd25f8        Data Label      Global  User Defined
f6x6            00fd2642        Data Label      Global  User Defined
off_6x6         00fd269c        Data Label      Global  User Defined
dat_6x6         00fd289e        Data Label      Global  User Defined
f8x8            00fd2d1e        Data Label      Global  User Defined
off_8x8         00fd2d78        Data Label      Global  User Defined
dat_8x8         00fd2f7a        Data Label      Global  User Defined
f8x16           00fd377a        Data Label      Global  User Defined
off_8x16        00fd37d4        Data Label      Global  User Defined
dat_8x16        00fd39d6        Data Label      Global  User Defined
tosrsc          00fd49d6        Data Label      Global  User Defined
gemrscROM       00fd49e0        Data Label      Global  User Defined
deskrscROM      00fd5dfc        Data Label      Global  User Defined
unknownrsc1ROM  00fd8550        Data Label      Global  User Defined
infrscROM       00fd8b54        Data Label      Global  User Defined
formatrscROM    00fd8d46        Data Label      Global  User Defined
unkrsc4ROM      00fd916e        Data Label      Global  User Defined
gemstart        00fd91d0        Function        Global  User Defined
lop             00fd9256        Instruction Label       gemstart        User Defined
nolinef         00fd9262        Instruction Label       gemstart        User Defined
begin           00fd9272        Instruction Label       gemstart        User Defined
beg1            00fd9280        Instruction Label       gemstart        User Defined
trap            00fd92c6        Function        Global  User Defined
oktrap          00fd92f4        Instruction Label       trap    User Defined
ini_dlongs      00fd92fc        Function        Global  User Defined
all_run         00fd933e        Function        Global  User Defined
gem_main        00fd9362        Function        Global  User Defined
pinit           00fd96d4        Function        Global  User Defined
pred_dinf       00fd9708        Function        Global  User Defined
gr_inside       00fd9862        Function        Global  User Defined
gr_rect         00fd988a        Function        Global  User Defined
gr_just         00fd98d8        Function        Global  User Defined
gr_gtext        00fd9950        Function        Global  User Defined
gr_crack        00fd99a8        Function        Global  User Defined
gr_gicon        00fd9a18        Function        Global  User Defined
gr_box          00fd9b3e        Function        Global  User Defined
gsx_sclip       00fd9bae        Function        Global  User Defined
gsx_gclip       00fd9c3a        Function        Global  User Defined
gsx_chkclip     00fd9c64        Function        Global  User Defined
gsx_pline       00fd9cd4        Function        Global  User Defined
gsx_cline       00fd9d34        Function        Global  User Defined
gsx_attr        00fd9d4a        Function        Global  User Defined
gsx_bxpts       00fd9dde        Function        Global  User Defined
gsx_box         00fd9e42        Function        Global  User Defined
gsx_xbox        00fd9e5c        Function        Global  User Defined
gsx_xcbox       00fd9e76        Function        Global  User Defined
gsx_fix         00fd9fa2        Function        Global  User Defined
gsx_blt         00fda012        Function        Global  User Defined
bb_screen       00fda0f0        Function        Global  User Defined
gsx_trans       00fda12a        Function        Global  User Defined
lineftab+190    00fda146        Instruction Label       Global  User Defined
gsx_start       00fda188        Function        Global  User Defined
bb_fill         00fda3ca        Function        Global  User Defined
ch_width        00fda472        Function        Global  User Defined
ch_height       00fda49e        Function        Global  User Defined
gsx_tcalc       00fda4ca        Function        Global  User Defined
gsx_tblt        00fda534        Function        Global  User Defined
gsx_xline       00fda5fe        Function        Global  User Defined
app_alloc       00fda688        Function        Global  User Defined
app_free        00fda6d4        Function        Global  User Defined
hex_dig         00fda712        Function        Global  User Defined
uhex_dig        00fda74e        Function        Global  User Defined
scan_2          00fda784        Function        Global  User Defined
save_2          00fda7bc        Function        Global  User Defined
escan_str       00fda806        Function        Global  User Defined
save_sstr       00fda84c        Function        Global  User Defined
inf_xdesk       00fda870        Function        Global  User Defined
caseD_11        00fda886        Instruction Label       switchD_00fda8f0        Analysis
caseD_a         00fda894        Instruction Label       switchD_00fda8f0        Analysis
caseD_0         00fda8a2        Instruction Label       switchD_00fda8f0        Analysis
caseD_4         00fda8b0        Instruction Label       switchD_00fda8f0        Analysis
caseD_3         00fda8bc        Instruction Label       switchD_00fda8f0        Analysis
caseD_d         00fda8c6        Instruction Label       switchD_00fda8f0        Analysis
caseD_1         00fda8d2        Instruction Label       switchD_00fda8f0        Analysis
switchD         00fda8f0        Instruction Label       switchD_00fda8f0        Analysis
caseD_2         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_5         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_6         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_7         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_8         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_9         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_b         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_c         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_e         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_f         00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
caseD_10        00fda8f2        Instruction Label       switchD_00fda8f0        Analysis
app_tran        00fda974        Function        Global  User Defined
app_getfh       00fda9ba        Function        Global  User Defined
app_rdicon      00fdaa12        Function        Global  User Defined
app_mtoi        00fdacfa        Function        Global  User Defined
read_inf        00fdadee        Function        Global  User Defined
caseD_0         00fdaef2        Instruction Label       switchD_00fdb104        Analysis
caseD_a         00fdaefc        Instruction Label       switchD_00fdb104        Analysis
caseD_11        00fdaefc        Instruction Label       switchD_00fdb104        Analysis
caseD_1         00fdaf14        Instruction Label       switchD_00fdb104        Analysis
caseD_3         00fdaf14        Instruction Label       switchD_00fdb104        Analysis
caseD_4         00fdaf14        Instruction Label       switchD_00fdb104        Analysis
caseD_d         00fdaf14        Instruction Label       switchD_00fdb104        Analysis
caseD_14        00fdaf2e        Instruction Label       switchD_00fdb104        Analysis
caseD_2         00fdb05e        Instruction Label       switchD_00fdb104        Analysis
switchD         00fdb104        Instruction Label       switchD_00fdb104        Analysis
